symbol,2025-12-18,2025-12-19,2025-12-22,2025-12-23,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-01
ABSLAMC,-2.7337838603164495,-2.641399192469888,-2.4372447680007805,-2.213970652207813,-2.040797586553273,-1.8766464433220504,-1.613482215111103,-1.1362622589106979,-0.7660889780563644,-0.1447508041439766
CHOLAHLDNG,-0.22706907991004477,-0.32238373583037044,-0.4041306520104769,-0.4172374461100635,-0.36054902514119674,-0.27314423375154556,-0.3402837343207186,-0.5831915227696088,-0.8032643275270784,-0.8833072311242776
CIPLA,-0.25928036819662503,-0.2778531941564187,-0.28504364746319144,-0.33410327512255744,-0.4361681652817795,-0.5151013168903744,-0.6483527046627597,-0.7645567967546414,-0.8006740575210178,-0.8368273928553459
COALINDIA,-2.129671252437081,-2.061696140960808,-1.907799571460618,-1.5391139364504909,-1.244502630619288,-0.9684113442471646,-0.6804551992881369,-0.46632471237731243,-0.23477350920751783,0.07065036946669806
DABUR,0.9782342749251568,0.7613145757009093,0.5729929426045239,0.35176530378371645,0.08335504816206724,-0.2182924161696874,-0.49187491996008065,-0.6894860969167093,-0.7388222491726354,-0.7991118985858346
DATAPATTNS,8.463316682281913,7.319298307437346,6.43607554839758,5.619880784119034,4.8371993120885515,4.022446353970232,3.157024448069136,2.298757693636662,1.5848452276621956,0.8331307374387942
HITECHGEAR,0.6103158214895005,-0.028983691085873904,-0.2650934419589203,-0.5145445897758157,-0.6798030854628421,-0.9006208226869763,-1.070329908121659,-1.2790663265175635,-1.3714753426862987,-1.2760224627802406
ICIL,5.411156092822264,4.611227701344442,4.049283544240695,3.28152553987586,2.4837453349800582,1.6922397588312508,0.5982756955980596,0.1787634280291634,-0.4025499661743432,-0.9112585111947622
MOTILALOFS,6.165769012295881,5.478740799132336,4.941425220756664,4.369988189221113,3.8026787977820073,3.280075977335984,2.5237189703379097,1.6871185404424573,0.9487913457178242,0.3263349915241804
ONGC,-0.6596952865609509,-0.925545745168262,-1.2084342809533501,-1.3897601648692077,-1.6073670351521574,-1.8362098802034779,-2.037602651153085,-2.1666908813146653,-2.226424474242682,-2.3268113748795254
TCS,-2.062478941715263,-1.828763224723531,-1.515080469192373,-1.1857351897293966,-0.9025913005815505,-0.6313163092445504,-0.40397994716794744,-0.17881567438658502,-0.02395795240600261,0.09288924894665807
TTKPRESTIG,0.21456085308926204,-0.07952298706462758,-0.3122187921811606,-0.6208802924987499,-0.9335779552822936,-1.220630804380823,-1.4101666958238601,-1.6137926509596237,-1.8137028820157557,-2.0175228955108793
