symbol,2025-12-08,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17
AAT,-1.4925282569618745,-1.4905957288806697,-1.4313887873515996,-1.2974190180863756,-1.1755011786209297,-0.9280233671738837,-0.7302944899897467,-0.5300998368672816
ADC,1.8348262443964265,1.6840983062147814,1.5622751771152878,1.416499754286506,1.3048539588593475,1.192375611601195,1.0321074353460453,0.9912321329960555
API,-5.50754167364399,-4.887539721653822,-4.278135539752411,-3.6466827674013684,-2.7437910858701753,-1.7254169263743373,-0.655205000719147,0.29965178034139534
APLE,-0.6555190696085759,-0.6380721692492977,-0.5259479765349903,-0.3075141926658877,-0.044193175163185244,0.35359928141592645,0.7144001103844854,1.1810386324232913
BNPQY,-2.7310778013107777,-2.153881456115291,-1.643421870891475,-1.0103524108698088,-0.31945011780005445,0.4556237061126533,1.272752915335726,2.116428880589645
IUKP.L,0.5043619796537462,0.18576008529371077,-0.14352455454926275,-0.41847892753035476,-0.5753107428935523,-0.7001449373274548,-0.767047526484147,-0.7471487651179278
IWDP.L,1.6450255865728687,1.4380671677892138,1.2100100230812076,1.1053786542622248,1.0281098622418643,0.9507785994853003,0.8530639381885388,0.806271368947032
LGEN.L,-0.8296757037666345,-0.8292514249209564,-0.8544420486171254,-0.7453453196134454,-0.5779713010505384,-0.34482938083264575,0.00765869131052579,0.38412106823161785
RESI.L,-1.494504705659381,-1.4129611018240074,-1.2360105095987028,-1.243040377304539,-1.187461894330691,-1.191063305678028,-1.1286393159182204,-0.9550002971883387
SUPR.L,1.0346206644608786,0.844005933643249,0.6145805048932158,0.4320316013048146,0.3591508730626352,0.2844420714117832,0.2544896085641336,0.34901809883383966
THRL.L,-0.9661524702058539,-1.2365778308122877,-1.4777528484805826,-1.6631827096073688,-1.8049254497309999,-1.9283061414359,-1.9780537452658078,-1.8648755904599585
