symbol,2025-12-22,2025-12-23,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-02
ADC,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
IWDP.L,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
PBR,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
RESI.L,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
UNIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
