symbol,2026-02-09
WIPRO,0.0
OFSS,0.2228073728985214
BAJFINANCE,1.4706214689265533
CAMS,1.6672196416721952
HDFCBANK,1.9059205190592035
TATACHEM,5.02649751083992
TCS,8.169398907103789
GENUSPOWER,8.247734138972811
CIPLA,8.778409090909117
GAIL,9.124906507105448
HDFCAMC,9.152875256332498
ABBOTINDIA,9.352517985611511
GULFPETRO,9.60041515308769
ITC,10.003746721618603
PNBGILTS,10.647181628392515
RVNL,11.343399148277182
IRFC,11.784232365145202
PPL,11.924603884259094
HGS,12.828189774297572
COSMOFIRST,12.899018329100013
JPPOWER,13.724088634739099
RITES,13.882956001708674
CASTROLIND,13.89130434782612
TTKPRESTIG,14.427244582043386
MOIL,16.457023060796637
ASPINWALL,17.170431647046343
JINDALPOLY,17.291910902696365
COCHINSHIP,17.653196736862085
WHIRLPOOL,19.81834425253127
GLAXO,20.40884718498659
STOVEKRAFT,20.648355158096468
GREAVESCOT,21.24095416778343
EXIDEIND,21.499548328816623
BIRLANU,23.496519456807036
PCBL,23.62024592507865
MONTECARLO,24.169622702354093
BALMLAWRIE,25.325410299943385
DMART,25.394866732477805
CHOLAHLDNG,25.669109775179134
JUBLFOOD,25.844630944695513
ASIANPAINT,28.19543973941369
GNFC,28.910333735424203
ARE&M,29.61538461538461
WSTCSTPAPR,29.71118101229625
HITECHGEAR,29.7353648757017
JINDALSAW,29.86845499097241
CROMPTON,30.083424011606834
INFY,30.393928442356387
BASML,30.639948287007098
TITAGARH,32.67631103074142
NATCOPHARM,34.338184338184355
RUBFILA,35.04304160688663
AMBUJACEM,36.6071428571429
EIDPARRY,38.42834203131273
SMALLCAP,40.997830802603055
CARTRADE,42.509497622273585
MOTILALOFS,43.33753270665763
ZYDUSLIFE,44.8947951273533
ICICIBANK,45.12485136741971
GULFOILLUB,45.91009579955784
TMPV,49.96841440303218
ITIETF,50.85574572127135
HDFCNIFIT,52.970297029703
MAITHANALL,53.0729166666667
DABUR,59.12486659551755
IPCALAB,59.843290891283054
MARUTI,60.34004044835979
HCLTECH,61.13303269447575
PETRONET,61.87554776511832
TEGA,62.54328358208955
METROPOLIS,66.02233676975948
ICIL,66.58703615225356
DRREDDY,67.54141075749115
HINDZINC,69.96325780771585
TECHM,70.40250176535862
GLENMARK,71.46895849824723
SGBN28VIII,71.73455228947913
COALINDIA,71.93698949824969
ABSLAMC,72.00000000000001
MOGOLD,72.4715338245144
PHARMABEES,72.59475218658899
TATACONSUM,72.6176115802172
GOLDIETF,72.86082474226804
ICICIPRULI,73.50709336852519
SETFGOLD,74.42570707741332
GOLDBEES,74.53671928620453
GOLDETF,75.05876821814763
DATAPATTNS,76.2770057979464
PTC,76.50549450549451
VEDL,76.62933477263527
AUROPHARMA,77.03735144312397
HEROMOTOCO,77.24137931034483
IFCI,78.01353013530134
JSL,78.64325166407025
ONGC,80.04993191103048
PGINVIT,80.3317535545024
SOUTHBANK,80.35559410234171
KTKBANK,80.94091903719911
CEATLTD,82.33774223315903
BALKRISIND,83.02793097313644
IRBINVIT,84.33219178082193
LGBBROSLTD,84.58216619981327
MUTHOOTFIN,84.96650118089364
HINDALCO,85.88790560471978
MANAPPURAM,85.93799936081817
NIFTYETF,88.7486631016043
AARTIIND,88.85860306643951
NTPC,89.02564102564098
BAJAJ-AUTO,90.53156146179401
CHOLAFIN,90.85001299714062
MIDCAPETF,92.22689075630257
TVSMOTOR,92.90139661871258
LT,94.67778134017321
IDFCFIRSTB,94.99043977055453
SAIL,96.17105027733045
INDIANB,97.6088369070825
TMCV,97.7719528178244
ADANIPORTS,98.0611313868613
TITAN,98.76898481215031
TATASTEEL,99.4958247991177
IOC,100.0
GESHIP,100.0
EMBASSY,100.0
TMB,100.0
HIL,
TATAMOTORS,
