symbol,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22,2025-12-23,2025-12-24,2025-12-26
AAT,-0.7703433938541978,-0.570147178532122,-0.3582114456703927,-0.3675266885399071,-0.4193747238625083,-0.534115517109172,-0.5940990955011312,-0.6532072948675143
ADC,1.0321090272327982,0.9912337775389496,0.9263381735480976,0.7826314520849913,0.6692291339427453,0.4935873938384331,0.33932756078582305,0.16051719566256598
AHH,-3.473937199069071,-2.6746297883231573,-1.9516272787023548,-1.4924254570358926,-1.1225104331226767,-0.9546390977023702,-0.8193731983432293,-0.7445458872508653
API,-0.655205000719147,0.29965178034139534,0.9114538765700307,1.6444867141603303,1.9875499806250716,2.514519564295801,3.177883896050616,3.7973478976187462
APLE,0.7144003157658065,1.1810388388477537,1.6278289127734542,1.870742996438964,2.0685104536286696,2.104630333727319,2.224578809815243,2.3160334155372433
BRK-B,1.0827493272247153,1.1056896728117007,1.121229523408481,1.027199230570258,0.9526581087859732,0.8860177660003907,0.8086557414431988,0.6780171455368127
IUKP.L,-0.7670470862177917,-0.7471482881490236,-0.6482108171498349,-0.5637888093251793,-0.4391617012194257,-0.3678125670039594,-0.374104050302712,
IWDP.L,0.8530639381885388,0.806271368947032,0.7295018445698795,0.6702039400244655,0.5495142325103136,0.4063179044625558,0.28067637468253687,
LGEN.L,0.00765869131052579,0.38412106823161785,0.7547125984443576,1.0866835684031335,1.409866398532399,1.7434007833480198,1.9680872149772197,
PBR,3.052705353344945,2.542473804827235,2.1060355511568525,1.6913088289606435,1.2719005586115215,0.9740870948653512,0.6777868628224291,0.3259353867093026
RESI.L,-1.1286393159182204,-0.9550002971883387,-0.8352153945453392,-0.8807324955874595,-0.45895439078119216,-0.10671138144336381,0.1170429798797521,
SUPR.L,0.25448970475424654,0.34901819507265563,0.46294101680566097,0.5466617638313795,0.6880889334623477,0.7190210199426642,0.6891217188796457,
