symbol,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22,2025-12-23
AAT,-1.2155479237161309,-0.96806955209874,-0.7703431958465065,-0.5701469800888251,-0.3582112467850243,-0.36752648964694123,-0.41937457477183826,-0.5341154178161288
ADC,1.3048544376030669,1.1923760367013165,1.0321079129120698,0.9912326104439882,0.9263369540871573,0.7826302342912863,0.6692279174411195,0.4935862320612354
AHH,-4.924004058211834,-4.211931784486319,-3.473937503372198,-2.674630095466269,-1.9516275196067294,-1.4924256993289364,-1.1225106764379937,-0.9546393415355119
API,-2.7437910858701753,-1.7254169263743373,-0.655205000719147,0.29965178034139534,0.9114538765700307,1.6444867141603303,1.9875499806250716,2.514519564295801
APLE,-0.04419223868478771,0.3536003039183511,0.7144010962148135,1.1810396645456747,1.6278296593986898,1.870743786656625,2.0685112037821867,2.1046310427067416
BNPQY,-0.38466979022001824,0.3905204455989764,1.207761938473923,2.0515667822397408,2.7555809552788224,3.377710798163486,4.022504194517163,4.58600083174617
BRK-B,1.1098571212486334,1.1325119339028584,1.082749327224738,1.1056896728117123,1.1212295234085037,1.0271992305702695,0.9526581087859962,0.8860177660003907
IUKP.L,-0.5753104854693807,-0.7001446802845288,-0.767047269662108,-0.7471484715986069,-0.6482110007446312,-0.5637889930400899,-0.4391618851219376,-0.36781278781009175
IWDP.L,1.0281097930257974,0.9507785303146326,0.8530638690787021,0.8062712998638187,0.7295017755409106,0.6702038710382974,0.5495141636087574,0.40631783565917223
LGEN.L,-0.5779715797673646,-0.3448296601756432,0.0076584110155642265,0.38412081818607224,0.754712347528472,1.0866833167432037,1.4098661146042266,1.7434004985853209
PBR,3.990287114707527,3.5933090779155124,3.052705069457487,2.5424735223299546,2.1060352698591704,1.691308588822749,1.2719003194506586,0.9740868165870773
RESI.L,-1.187461894330691,-1.191063305678028,-1.1286393159182204,-0.9550002971883387,-0.8352153945453392,-0.8807324955874595,-0.45895439078119216,-0.10671138144336381
SUPR.L,0.3591507766655353,0.28444197514607206,0.25448951237402084,0.34901800259504184,0.46294082419237176,0.5466616193022885,0.6880888370070589,0.7190209234822329
