symbol,2026-02-25
GREAVESCOT,0.0
IRFC,0.0
HDFCBANK,0.32979766467600014
HGS,0.45054709289852457
TTKPRESTIG,0.6439495572847037
CAMS,1.040975447909754
ABBOTINDIA,1.279317697228145
BIRLANU,1.6889193198676198
BAJFINANCE,1.8988700564971748
WIPRO,2.4541569005928587
RITES,2.4975777801700865
IREDA,3.233914209115269
PNBGILTS,3.418580375782886
PPL,3.5158625129654077
INFY,3.5240164132271086
TECHM,3.877068557919589
STOVEKRAFT,4.710954966464389
OFSS,4.819277108433735
HDFCNIFIT,4.8553719008264
GENUSPOWER,4.894259818731114
ITIETF,5.158730158730187
COCHINSHIP,5.253244035161137
TCS,5.311932740995543
ASPINWALL,6.363347120585426
GULFPETRO,7.2651790347690826
RUBFILA,7.675753228120516
ITC,7.718246534282512
CASTROLIND,9.065217391304383
HDFCAMC,9.074892412558134
TATACHEM,9.313025543392044
HCLTECH,9.732967307212377
CIPLA,9.801136363636363
MOIL,9.822361546499515
MONTECARLO,9.940119760479027
JPPOWER,10.293066476054321
GNFC,10.494571773220759
BASML,10.601163542340016
AMBUJACEM,11.160714285714292
TITAGARH,11.446654611211565
ARE&M,11.611721611721624
RVNL,11.6144018583043
EIDPARRY,11.770323504834655
CHOLAHLDNG,11.8007939372068
WSTCSTPAPR,12.75378896196741
JUBLFOOD,12.76092102431678
CARTRADE,15.273824433564839
GULFOILLUB,17.02448210922789
EXIDEIND,18.69918699186995
COSMOFIRST,18.819479308613644
SMALLCAP,19.51219512195117
HITECHGEAR,21.074578989574995
MOTILALOFS,21.32102428838334
BALMLAWRIE,21.39219015280133
WHIRLPOOL,21.74657534246576
DMART,22.581441263573538
IDFCFIRSTB,22.87104622871048
GAIL,24.981301421092013
PCBL,26.851587074635404
ASIANPAINT,28.065146579804573
PTC,28.615384615384638
ZYDUSLIFE,28.678720445062577
CROMPTON,30.359085963003274
JINDALSAW,30.809471365638775
GLAXO,31.828083109919582
MAITHANALL,35.74688165500457
ICIL,37.10781971651539
METROPOLIS,43.69977499196403
ICICIBANK,47.6218787158145
BALKRISIND,54.278598114214546
TMPV,55.590650663297545
CEATLTD,56.22922273230962
PGINVIT,58.01483171705648
IFCI,58.82533825338251
MARUTI,59.23683727756375
EMBASSY,59.48174322732625
DABUR,62.145636464702555
TEGA,65.95820895522387
HINDZINC,66.08122941822171
NIFTYETF,68.47396768402146
SGBN28VIII,69.87335092348285
MUTHOOTFIN,71.51382823871906
DRREDDY,73.82394038192825
MANAPPURAM,74.70690403821108
TATACONSUM,75.69360675512668
HEROMOTOCO,75.9607843137255
NATCOPHARM,76.50216807763786
GOLDIETF,76.95652173913042
SOUTHBANK,76.97610294117648
IRBINVIT,77.53036437246965
HINDALCO,78.5440138665346
SETFGOLD,78.5614719821578
GOLDBEES,78.6444092675205
MOGOLD,78.83456128600133
GOLDETF,78.85162727385224
JSL,79.18756268806419
AARTIIND,79.28449744463376
MIDCAPETF,79.375
JINDALPOLY,79.38159437280187
KTKBANK,79.47483588621445
COALINDIA,79.98833138856479
ICICIPRULI,81.16550116550113
GLENMARK,83.36268639192205
IPCALAB,83.51289585373817
AUROPHARMA,86.12374886260237
PETRONET,86.24014022787026
CHOLAFIN,86.76891083961526
ADANIPORTS,88.26689284704553
LT,89.09455639646208
VEDL,89.26931106471815
LGBBROSLTD,89.46334274837284
TMCV,89.86430351703132
DATAPATTNS,90.06021123284964
PHARMABEES,91.56118143459919
TMB,93.88222849083219
ABSLAMC,94.68681038872857
ONGC,97.46407438715133
INDIANB,99.48132780082987
GESHIP,99.56705494278938
IOC,100.0
BAJAJ-AUTO,100.0
NTPC,100.0
SAIL,100.0
TATASTEEL,100.0
TITAN,100.0
TVSMOTOR,100.0
HIL,
TATAMOTORS,
