,1MHLP,1MHLP,1MHLP,1WHLP,1WHLP,1WHLP,1YHLP,1YHLP,1YHLP,3MHLP,3MHLP,3MHLP,52WHLP,52WHLP,52WHLP,52WH_P,52WH_P,52WH_P,52WL_P,52WL_P,52WL_P,6MHLP,6MHLP,6MHLP,SIG,SIG,SIG,SMA20_2_200P,SMA20_2_200P,SMA20_2_200P,close,close,close
symbol,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC,AMBUJACEM,HDFCBANK,ITC
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,,,,100.0,,84.73282442748095,,,,,,,35.95758354755784,70.7250531767317,139.95837669094706,16.058335347675445,15.625925560272483,-4.335064348611435,12.033551994838152,80.96876654314453,17.031784221856398,,,,0.0,0.0,0.0,,,,520.9,1709.25,462.1
2024-01-01,,,,100.0,,100.0,,,,,,,44.56940874035988,69.69388698788495,152.3413111342353,13.898960599468216,16.1763254023102,-5.678482727477994,14.915582320679635,79.78824775013234,18.538685576801313,,,,0.0,0.0,0.0,,,,534.3,1698.1,468.05
2024-01-02,,,,88.8524590163935,,100.0,,,,,,,42.38431876606684,69.78636826042725,157.12799167533834,14.446861654983481,16.12696218777767,-6.197787310905407,14.18432089471986,79.89412387506616,19.121185260225403,,,,0.0,0.0,0.0,,,,530.9,1699.1,470.35
2024-01-03,,,,100.0,0.0,100.0,,,,,,,45.72622107969155,67.36335891981875,171.48803329864734,13.60889533478365,17.420278408529956,-7.755701061187632,15.302720722658359,77.1201694017999,20.868684310497652,,,,0.0,0.0,0.0,,,,536.1,1672.9,477.25
2024-01-04,,,,100.0,49.38101788170526,95.78163771712147,,,,,,,54.30591259640107,69.02339776195319,169.71904266389183,11.45757795503987,16.53420870767105,-7.563784149920975,18.173997204000443,79.0206458443621,20.653412688362657,,,,0.0,0.0,0.0,,,,549.45,1690.85,476.4
2024-01-05,,,,79.82954545454541,25.584594222833502,78.2178217821781,,,,,,,49.74293059125967,68.22343475446223,164.62018730489083,12.60172427685117,16.961200513377428,-7.010611876270041,16.646951285084423,78.1048173636845,20.03292389515005,,,,0.0,0.0,0.0,,,,542.35,1682.2,473.95
2024-01-08,,,,32.5744308231175,0.0,22.442244224422325,,,,,,,41.934447300771254,66.48941089429391,147.03433922996888,14.559664813471906,17.88676078586237,-5.102731993678036,14.033767071728157,76.11964002117523,17.89287071039635,,,,0.0,0.0,0.0,,,,530.2,1663.45,465.5
2024-01-09,,,,0.0,0.0,0.0,,,,,,,38.72107969151675,65.29177841487099,145.05723204994808,15.36540165981789,18.526014414058643,-4.88823662226237,12.958382621787301,74.74854420328217,17.65227301506901,,,,0.0,0.0,0.0,,,,525.2,1650.5,464.55
2024-01-10,,,,3.917525773195595,11.21399176954744,0.0,,,,,,,39.33161953727507,65.7958013502266,142.4557752341312,15.212311659012165,18.25698489485635,-4.606005870399646,13.162705667276049,75.32556908417153,17.335697100164616,,,,0.0,0.0,0.0,,,,526.15,1655.95,463.3
2024-01-11,,,,53.81443298969053,0.0,0.0,,,,,,,47.10796915167097,65.15305650605752,141.10301768990638,13.26242849085488,18.60005923585744,-4.459245879431023,15.76513603613292,74.58973001588141,17.171077624414323,,,,0.0,0.0,0.0,,,,538.25,1649.0,462.65
2024-01-12,,,,29.690721649484253,0.0,29.45454545454554,,,,,,,43.34832904884319,64.43170258022751,149.53173777315303,14.205140601079686,18.985092309211172,-5.373673515466248,14.506936229702116,73.76389624139757,18.196783588704562,,,,0.0,0.0,0.0,,,,532.4,1641.2,466.7
2024-01-15,,,,36.4431486880467,77.0731707317071,43.80530973451363,,,,,,,42.73778920308488,67.3541107925645,151.40478668054124,14.35823060188541,17.425214729983214,-5.576879656807416,14.302613184213369,77.1095817893065,18.424718247435734,,,,0.0,0.0,0.0,,,,531.45,1672.8,467.6
2024-01-16,,,,26.819923371647604,100.0,100.0,,,,,,,40.970437017994904,67.94136687320818,161.18626430801262,14.801385867375702,17.111758317701643,-6.638067283811252,13.711151736745899,77.78189518263633,19.615043687476252,,,,0.0,0.0,0.0,,,,528.7,1679.15,472.3
