symbol,2025-12-04,2025-12-05,2025-12-08,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15
AMBUJACEM,-0.774086604339784,-1.0383724448076526,-1.3185329781535728,-1.579676931632104,-1.918668291373218,-2.1742203497762467,-2.3673084228423713,-2.5013848280214037
CHOLAHLDNG,1.8864125428479281,1.8547309573386546,1.6686972740438886,1.5571573407408985,1.3371397350747465,1.1185297923327047,0.8993546248322364,0.589226432177793
CIPLA,0.4785408842879992,0.508081064203216,0.4545078154221082,0.37136074649641904,0.2686173790519263,0.2131984761811452,0.15083095813265054,0.04929708697830629
DRREDDY,0.7664759509129543,1.0173102745704932,1.2642337403958384,1.3847161972502493,1.435661156121665,1.5497388849882154,1.6320347291846973,1.7306735525549437
GAIL,0.3644630484988261,0.03624914095642647,-0.40198673144044483,-0.8151943909075646,-1.2694486903061737,-1.7039927369982721,-2.096108565769086,-2.5669252188575338
GENUSPOWER,0.5789044639081139,-0.18289768758504393,-0.7125490571455969,-1.3094354351136954,-1.8817934211039455,-2.4190947045613256,-2.891005472113003,-3.5862793802684534
ICICIBANK,-0.9822031681117274,-0.8687397742819535,-0.8059801729884153,-0.7981118844305598,-0.9800329561291325,-1.1387198846677193,-1.2427313697871676,-1.3283942936315578
IFCI,-0.9590253435872781,-1.4187825517771808,-2.088470805988346,-2.657280067390962,-3.395654674852524,-4.053736671520489,-4.650907257023137,-5.279427285804966
INFY,0.029718743757844647,0.5474056974003284,0.913914020675418,1.1928136418604942,1.359696496782734,1.5723070761145066,1.9195983140604767,2.2698910345429737
NATCOPHARM,-1.0608244301074332,-0.13956203484743518,0.47753469567684914,1.04956927657612,1.3124829344822753,1.7923492970646393,2.275298292840003,2.695972126047282
ONGC,2.1357631125946854,1.706738767833913,1.3155519712787118,1.159235484198176,0.9791730365045779,0.7939161042533829,0.5561906086513052,0.284309854281373
RUBFILA,1.273469578443014,0.9775283304174212,0.5871895356985293,0.17835234612163278,-0.20426577513639518,-0.727144434024559,-1.2228715498525509,-1.723414616117329
SMALLCAP,0.8730639051397694,0.7343779413214772,0.4681823121417105,0.23261205304497454,-0.07232617087783869,-0.32008237084788405,-0.5290839541781249,-0.7629233352086775
TECHM,-2.355543105774552,-1.7168547577428788,-1.0499434156275984,-0.4934832354989589,-0.13470694603427216,0.28265346101553535,0.7684219174944428,1.1882795900808116
TITAGARH,-0.49567964841642037,-0.7847461039366298,-1.2324083644748325,-1.746125529943361,-2.468128827316975,-3.009955612743262,-3.5186103384975307,-4.042912896084247
TTKPRESTIG,2.1743156243531856,1.9923072253242178,1.8155799878621408,1.611966709984241,1.4319074515756423,1.309420815114454,1.1720269883561407,0.9877211511011348
WIPRO,-2.104964613380794,-1.5890174679647935,-1.1149672973012283,-0.756096668353346,-0.4631605589444885,-0.16770960267333052,0.16206855442135074,0.5103683751521852
