symbol,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18
CHOLAHLDNG,1.557157340740874,1.337139735074759,1.1185297923327047,0.8993546248322364,0.5892264321778052,0.3182618936008958,0.04047928432305778,-0.22706907991004477
CIPLA,0.37136074649641904,0.2686173790519414,0.2131984761811452,0.1508309581326054,0.04929708697827622,-0.011909833475412452,-0.12908476654419984,-0.25928036819662503
DABUR,2.6603549895162155,2.4765336596137035,2.27560774588092,1.9924013611405622,1.7345463185784968,1.5075256721743042,1.2913348477050066,0.9782342749251226
GAIL,-0.8151943909075803,-1.2694486903061737,-1.7039927369982721,-2.0961085657690703,-2.5669252188575338,-3.050793365845863,-3.4928445928430447,-3.9732174380175747
HITECHGEAR,4.571403851455603,3.9974602308740925,3.5327750187835703,3.1399678731631067,2.589148956275423,1.8644835231177395,1.2914886468515638,0.6103158214895005
ICICIBANK,-0.7981118844305598,-0.9800329561291325,-1.1387198846677193,-1.2427313697871676,-1.3283942936315578,-1.4446376263413307,-1.602422160318115,-1.6967207967232574
ONGC,1.1592354841981642,0.9791730365045779,0.7939161042533591,0.5561906086513051,0.28430985428136124,-0.05789666665839453,-0.36445443760930024,-0.6596952865609509
RUBFILA,0.17835234612161432,-0.20426577513639518,-0.7271444340245589,-1.2228715498525509,-1.723414616117311,-2.2317139111593565,-2.7115512407008246,-3.137059411145827
SMALLCAP,0.23261205304497454,-0.07232617087785459,-0.32008237084788405,-0.5290839541781249,-0.762923335208646,-0.9704916419636065,-1.2248931558242444,-1.4958733564671356
TECHM,-0.4934832354989589,-0.13470694603427216,0.28265346101555044,0.7684219174944428,1.1882795900808116,1.7121975481787899,2.1983000707072495,2.654891929379473
TTKPRESTIG,1.611966709984241,1.4319074515756243,1.309420815114454,1.1720269883561407,0.9877211511011169,0.8010331884476499,0.5340425797668138,0.21456085308926204
WIPRO,-0.7560966683533349,-0.4631605589444547,-0.16770960267330787,0.16206855442131676,0.5103683751521852,0.8790497099854321,1.1881693815639442,1.5466807019443527
