symbol,2025-12-23,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-02,2026-01-05
AAT,-0.5341157156952211,-0.594099343617628,-0.6532074932605492,-0.6585204887284885,-0.6604174963332085,-0.6970409595606984,-0.7775765045512745,-0.8528151983497693
ADC,0.4935865212783939,0.3393264928538358,0.16051638912886781,-0.015169995537247405,-0.13188125220841984,-0.2542248730340809,-0.3914344448265046,-0.5449997778680145
AHH,-0.9546389503003065,-0.8193732233317633,-0.7445459757956985,-0.6053530681289881,-0.5286470947310666,-0.343404308818181,-0.11500086232555866,0.11973908001796243
BRK-B,0.8860177660003907,0.8086557414431988,0.6780171455368127,0.5743162552428898,0.5509649109570255,0.5302248145375671,0.4916699634152805,0.47497357515423266
DPYE.L,1.241328276902398,1.1466166028990223,1.0888648807335877,1.015303773530478,1.006244889917113,1.0148588150925257,0.9959593819530546,0.9751571841884219
IUKP.L,-0.38633896702412857,-0.3926283971221149,-0.40154036643450153,-0.41473223083167393,-0.34786129220521705,-0.31560383013367427,-0.32343063634194774,-0.28543913231170337
IWDP.L,0.4214673617201335,0.29582871866625693,0.22034345304844652,0.11370099162517051,0.04824888857177665,-0.006816243546482201,-0.04076207938220914,-0.07218227411342336
PBR,0.9740868165870773,0.677786624888579,0.3259351494721137,-0.005655155788278627,-0.24121780427559503,-0.5005915499422103,-0.8200975828219584,-1.2288152077180612
RESI.L,-0.10671138144336381,0.1170429798797521,0.245349456936974,0.3528273455775908,0.26066669739670995,0.2344286393597076,0.32101273213276044,0.3121331694752117
SUPR.L,0.7190210199426642,0.6891217188796457,0.6735922089572853,0.6210351796441996,0.6393678326514207,0.601912393240563,0.5193625098965389,0.43183563190540075
UNIT,-2.83229568665345,-2.1266398580265684,-1.5718524946227268,-1.0207321744843607,-0.5749504049157282,-0.20604187708355517,0.03118507476062689,0.5166950849108776
