symbol,2025-12-17
ABBOTINDIA,0.0
BIRLANU,0.0
CAMS,0.0
CROMPTON,0.0
HGS,0.0
HDFCAMC,0.0
JINDALPOLY,0.0
IRFC,0.0
PCBL,0.0
JUBLFOOD,0.0
CASTROLIND,0.31635558367607886
TATACHEM,0.8797653958944283
BAJFINANCE,1.6564971751412434
ARE&M,2.086438152011921
WHIRLPOOL,2.3961063272182614
JINDALSAW,3.3813747228381237
GREAVESCOT,3.4485998872392294
RVNL,3.600464576074315
ASPINWALL,3.6253466160008214
HDFCBANK,3.6530102654212526
TMPV,4.008152173913104
WSTCSTPAPR,5.670252980517593
PPL,6.071399328584301
PETRONET,6.923751095530216
PNBGILTS,9.985315712187955
ITC,10.301768990634741
BASML,11.053315994798435
GULFPETRO,11.273885350318489
AARTIIND,13.024443633710339
OFSS,17.157093936473448
STOVEKRAFT,19.591172214182336
MAITHANALL,20.95052083333332
COSMOFIRST,21.86448822681403
RITES,22.34263523886933
GNFC,22.496440436639755
IFCI,24.169741697416967
COCHINSHIP,24.354886706627557
TTKPRESTIG,27.20957159397917
BALMLAWRIE,27.68733402609398
NTPC,29.25696594427243
DMART,29.624302802820353
MOIL,29.860106126386874
TCS,31.477853695828767
GENUSPOWER,31.762702242407027
EXIDEIND,32.64440911499735
BALKRISIND,32.85892190001776
GAIL,33.887468030690535
JPPOWER,34.43661971830988
TITAGARH,34.44213444213443
ONGC,34.6592415804826
NATCOPHARM,35.447121685653784
RUBFILA,36.87230989956958
HITECHGEAR,38.55000727907992
GLAXO,39.784653127981464
CIPLA,40.2294729293654
ICIL,41.23268036311518
DABUR,42.20138203356365
ZYDUSLIFE,42.52491694352162
PTC,44.320610687022906
IPCALAB,46.52701212789414
INFY,47.910830999066285
SMALLCAP,48.04687500000001
AMBUJACEM,49.068123393316185
CHOLAHLDNG,50.89719231581168
MOTILALOFS,51.022543517549714
ICICIBANK,52.12653778558881
WIPRO,52.15458937198066
METROPOLIS,53.73613153321749
COALINDIA,56.679035250463805
MONTECARLO,57.029990325701384
GULFOILLUB,57.88504053058217
ABSLAMC,59.32397126061398
DATAPATTNS,60.01591180314825
EIDPARRY,61.31887201735356
ICICIPRULI,65.32173913043476
ITIETF,66.66666666666661
DRREDDY,66.99417758369721
SAIL,67.51677852348992
HDFCNIFIT,67.79661016949156
KTKBANK,67.98442064264849
TECHM,68.77873724346757
CEATLTD,69.66730879366898
GLENMARK,70.63571616987603
INDIANB,71.19449656035023
CARTRADE,71.27068887649108
AUROPHARMA,72.49575551782684
TATASTEEL,74.4009653508016
BAJAJ-AUTO,74.6790802651996
TMB,76.24758220502902
TEGA,76.36537085618889
HCLTECH,76.79059595407325
ASIANPAINT,78.14442850310854
PGINVIT,78.77959927140256
CHOLAFIN,79.97524752475246
HEROMOTOCO,81.32918037376636
IRBINVIT,81.69418521177317
EMBASSY,82.72138228941684
PHARMABEES,86.4705882352941
GESHIP,86.50588573069193
LGBBROSLTD,87.1498599439776
MIDCAPETF,87.3706004140787
SOUTHBANK,89.93399339933994
ADANIPORTS,90.74248612420148
MANAPPURAM,90.77456214292403
NIFTYETF,91.16269165247024
SGBN28VIII,91.64554779760364
IOC,91.68203924199227
JSL,92.66822899229997
TATACONSUM,93.11418012059909
MUTHOOTFIN,95.11253669674893
HINDALCO,95.81038224002668
LT,97.11987670375186
SETFGOLD,97.19375305026841
GOLDETF,97.27876580244266
TITAN,97.3365745389209
GOLDBEES,97.59096612296109
MARUTI,97.6118253165776
TVSMOTOR,97.7996125103792
GOLDIETF,98.05447470817121
MOGOLD,99.12152269399705
IDFCFIRSTB,100.0
HINDZINC,100.0
VEDL,100.0
HIL,
TATAMOTORS,
