symbol,2026-02-06
WIPRO,0.0
OFSS,0.0
CAMS,1.2801371378013702
BAJFINANCE,1.4542372881355938
HDFCBANK,2.2528611336397226
ASPINWALL,2.280199384876451
TATACHEM,3.24393769070179
GENUSPOWER,5.135951661631436
CIPLA,5.227272727272753
CASTROLIND,5.586956521739116
HGS,6.678949792722248
PCBL,6.777237632256202
GULFPETRO,7.161390762843793
TCS,7.267759562841506
GAIL,7.504363001745247
PNBGILTS,7.802713987473926
ABBOTINDIA,8.079690094078583
HDFCAMC,8.378823325535059
TTKPRESTIG,8.730650154798775
RVNL,8.904374758033297
STOVEKRAFT,10.044714148834236
IRFC,10.290456431535265
PPL,10.715690833005462
COSMOFIRST,10.90135237179927
RITES,11.003337505214866
WHIRLPOOL,12.038415723645029
ITC,12.251779692768846
JPPOWER,13.509649749821303
MOIL,14.098532494758901
GREAVESCOT,14.191905655320294
COCHINSHIP,14.399544678429136
EXIDEIND,14.453477868112008
CHOLAHLDNG,15.045705344643023
GNFC,15.721753116204276
CROMPTON,17.10554951033733
JINDALPOLY,17.130715123094955
GLAXO,17.711126005361937
ARE&M,17.967032967032985
BIRLANU,19.810567157366187
BALMLAWRIE,21.632710809281264
MONTECARLO,21.65430506288293
DMART,22.721289897992776
BASML,23.141564318034916
JUBLFOOD,24.080051646223367
AMBUJACEM,26.055194805194837
ASIANPAINT,26.071661237785005
NATCOPHARM,26.69785169785169
WSTCSTPAPR,26.851587074635404
GULFOILLUB,27.008106116433307
JINDALSAW,28.49282090963805
HITECHGEAR,28.644747393745014
EIDPARRY,28.73344038538739
ZYDUSLIFE,29.258028792912512
SMALLCAP,31.453362255965285
RUBFILA,33.57245337159252
INFY,33.97181062522587
TITAGARH,34.0867992766727
TMPV,39.98736576121287
MOTILALOFS,40.74003614572434
MAITHANALL,43.90625000000002
CARTRADE,46.63266119391089
IPCALAB,48.318641854391124
ICICIBANK,50.951248513674145
ITIETF,52.20048899755496
HDFCNIFIT,52.84653465346539
PETRONET,54.60122699386508
DRREDDY,54.77386934673368
DABUR,56.16979269496545
HCLTECH,58.79368658399099
PHARMABEES,60.05830903790085
MARUTI,61.507820034383
PTC,61.53846153846154
TEGA,62.4597014925373
ICIL,63.019589106545624
HINDZINC,63.79363135333742
IFCI,64.3911439114391
KTKBANK,66.5426695842451
METROPOLIS,66.60874214677186
GLENMARK,66.99084021259753
TATACONSUM,67.8528347406514
SGBN28VIII,68.00240117303208
AARTIIND,68.79045996592843
MOGOLD,69.390488948426
ABSLAMC,69.58558558558559
GOLDIETF,69.94845360824739
TECHM,70.03934227781701
GOLDBEES,70.50102951269733
SETFGOLD,70.74757668304342
DATAPATTNS,71.00378971917208
AUROPHARMA,71.64685908319186
GOLDETF,71.82651622002821
COALINDIA,73.22053675612604
VEDL,75.32366649404452
ICICIPRULI,75.51963048498845
CEATLTD,76.94276833059061
HEROMOTOCO,77.1264367816092
JSL,77.12788556861634
SOUTHBANK,79.66175195143106
PGINVIT,79.71563981042652
MANAPPURAM,79.77862920391655
MUTHOOTFIN,81.32260085795536
HINDALCO,82.28453428975111
IRBINVIT,83.39041095890413
CHOLAFIN,83.57161424486613
MIDCAPETF,85.08403361344536
ONGC,85.69524655708574
NIFTYETF,85.71122994652404
BALKRISIND,87.68902330546169
BAJAJ-AUTO,87.77737687173011
LGBBROSLTD,89.18067226890756
TITAN,89.43245403677061
INDIANB,89.47368421052632
LT,89.8151116810944
EMBASSY,90.4269718223207
TATASTEEL,91.7126201354971
TMCV,92.16906946264744
TVSMOTOR,92.8168496945826
TMB,95.34934025524551
NTPC,95.4871794871795
ADANIPORTS,95.55656830352056
IDFCFIRSTB,96.420581655481
IOC,98.80453020134223
GESHIP,100.0
SAIL,100.0
HIL,
TATAMOTORS,
