symbol,2026-01-07,2026-01-08,2026-01-09,2026-01-12,2026-01-13,2026-01-14,2026-01-16,2026-01-19,2026-01-20,2026-01-21
DABUR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRREDDY,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
EIDPARRY,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
MOIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MONTECARLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
NTPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
