symbol,2026-02-13,2026-02-16,2026-02-17,2026-02-18,2026-02-19,2026-02-20,2026-02-23,2026-02-24
BRK-B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NRR.L,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
