symbol,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22
CHOLAHLDNG,1.5571573407408865,1.337139735074759,1.11852979233268,0.8993546248322364,0.5892264321778052,0.3182618936008958,0.04047928432304565,-0.22706907991002062,-0.3223837358303947,-0.4041306520104889
CIPLA,0.37136074649641904,0.2686173790519414,0.2131984761811302,0.15083095813265054,0.04929708697830629,-0.011909833475442498,-0.12908476654418485,-0.25928036819662503,-0.2778531941564187,-0.28504364746320643
DABUR,2.6603549895162155,2.4765336596137035,2.27560774588092,1.9924013611405622,1.7345463185784968,1.5075256721743042,1.2913348477050066,0.9782342749251226,0.7613145757009206,0.5729929426045239
GAIL,-0.8151943909075803,-1.2694486903061737,-1.7039927369982721,-2.0961085657690854,-2.5669252188575653,-3.050793365845878,-3.4928445928430447,-3.9732174380175596,-4.370337500660899,-4.6734686819078
HITECHGEAR,4.571403851455585,3.997460230874127,3.5327750187835703,3.1399678731631067,2.5891489562754058,1.8644835231177561,1.2914886468515636,0.6103158214895005,-0.028983691085873904,-0.26509344195888707
ICICIBANK,-0.7981118844305276,-0.9800329561291,-1.138719884667703,-1.2427313697871838,-1.3283942936315578,-1.4446376263413143,-1.602422160318115,-1.6967207967232252,-1.796929318824953,-1.8126178160472781
ONGC,1.159235484198176,0.9791730365046016,0.7939161042533591,0.5561906086513052,0.284309854281373,-0.05789666665839453,-0.36445443760931195,-0.6596952865609509,-0.925545745168262,-1.2084342809533501
RUBFILA,0.17835234612163278,-0.20426577513637678,-0.7271444340245405,-1.2228715498525509,-1.723414616117329,-2.2317139111593383,-2.7115512407008246,-3.1370594111458088,-3.512023651980969,-3.729770139812928
SMALLCAP,0.23261205304494267,-0.07232617087785459,-0.32008237084786817,-0.5290839541781408,-0.7629233352086775,-0.9704916419636065,-1.22489315582426,-1.4958733564671038,-1.663553740426631,-1.7325165866777448
TECHM,-0.4934832354989589,-0.13470694603425706,0.28265346101555044,0.7684219174944277,1.1882795900808116,1.7121975481788052,2.1983000707072646,2.654891929379473,3.115190328874241,3.5650452469932126
TTKPRESTIG,1.611966709984241,1.4319074515756243,1.309420815114454,1.1720269883561407,0.9877211511011527,0.8010331884476499,0.5340425797667959,0.21456085308926204,-0.07952298706460983,-0.3122187921811606
WIPRO,-0.7560966683533236,-0.4631605589444885,-0.16770960267333052,0.16206855442135074,0.5103683751521966,0.8790497099854433,1.1881693815639442,1.5466807019443414,1.9437063095060108,2.4426568023003834
