symbol,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22
CHOLAHLDNG,1.1185297923327047,0.8993546248322364,0.5892264321778052,0.31826189360090795,0.04047928432305778,-0.2270690799100206,-0.3223837358303947,-0.4041306520104889
CIPLA,0.2131984761811452,0.15083095813265054,0.04929708697830629,-0.011909833475412452,-0.12908476654418485,-0.25928036819662503,-0.2778531941564187,-0.28504364746319144
DABUR,2.2756077458809427,1.9924013611405618,1.7345463185784968,1.5075256721743269,1.291334847704984,0.978234274925134,0.7613145757009206,0.5729929426045467
HITECHGEAR,3.5327750187835703,3.1399678731631067,2.5891489562754058,1.8644835231177561,1.2914886468515636,0.6103158214895005,-0.028983691085873904,-0.26509344195888707
ONGC,0.7939161042533475,0.5561906086513052,0.28430985428136124,-0.057896666658382785,-0.36445443760930024,-0.6596952865609509,-0.925545745168262,-1.2084342809533501
RUBFILA,-0.7271444340245405,-1.2228715498525509,-1.723414616117329,-2.2317139111593383,-2.7115512407008246,-3.137059411145827,-3.512023651980969,-3.7297701398129464
SMALLCAP,-0.32008237084788405,-0.5290839541781249,-0.762923335208646,-0.9704916419636065,-1.2248931558242444,-1.4958733564671356,-1.663553740426631,-1.7325165866777448
TECHM,0.28265346101553535,0.7684219174944277,1.1882795900808116,1.7121975481787899,2.1983000707072495,2.654891929379442,3.1151903288741947,3.5650452469932126
TTKPRESTIG,1.309420815114454,1.172026988356123,0.9877211511011527,0.8010331884476323,0.5340425797668138,0.21456085308926204,-0.07952298706460982,-0.3122187921811784
WIPRO,-0.16770960267330787,0.16206855442131676,0.5103683751521852,0.8790497099854321,1.1881693815639442,1.5466807019443527,1.9437063095060108,2.4426568023003603
