symbol,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-02,2026-01-05,2026-01-06
AAT,-0.5940990458778427,-0.6532071956710058,-0.6585202407114755,-0.6604172482922828,-0.697040711590843,-0.7775762567351616,-0.8528149506740227,-0.8731420960563294
ADC,0.33932686333576434,0.1605167590076448,-0.015169731781530398,-0.13188093604784576,-0.2542246098743336,-0.3914341820108506,-0.5449995154443592,-0.7437251906378992
AHH,-0.8193733302580414,-0.7445460828515066,-0.6053532111430631,-0.5286472737214911,-0.34340448820764524,-0.11500107819374634,0.11973889962998867,0.4270008877195345
BRK-B,0.8086557414431988,0.6780171455368127,0.5743162552428898,0.5509649109570255,0.5302248145375671,0.4916699634152805,0.47497357515423266,0.45628259738525884
DPYE.L,1.1466166028990223,1.0888648807335877,1.015303773530478,1.006244889917113,1.0148588150925257,0.9959593819530546,0.9751571841884219,0.9991447713786951
IUKP.L,-0.392628066027623,-0.40154003543946964,-0.414731936722177,-0.3478609979633085,-0.31560353586015666,-0.32343034215747385,-0.2854388013125836,-0.2144816611734341
IWDP.L,0.2958287530311903,0.22034348738760604,0.1137010259277969,0.04824892285167049,-0.006816209286530783,-0.040762045132042825,-0.07218220563308447,-0.0766581725883004
PBR,0.677786624888579,0.3259351494721137,-0.005655155788278627,-0.24121780427559503,-0.5005915499422103,-0.8200975828219584,-1.2288152077180612,-1.3883180202395344
RESI.L,0.1170429798797521,0.245349456936974,0.3528273455775908,0.26066669739670995,0.2344286393597076,0.32101273213276044,0.3121331694752117,0.14707214117124504
SBUX,-1.2408112854689939,-1.294354949499629,-1.3173281346643888,-1.2291562344911813,-1.224352227157199,-1.3503645869853171,-1.2178687892980524,-0.928881550695663
SUPR.L,0.6891216224644596,0.6735921125838505,0.6210351314987893,0.6393677845124507,0.601912393240563,0.5193625579476963,0.43183563190540075,0.41512934080000774
UNIT,-2.1266398580265684,-1.5718524946227268,-1.0207321744843607,-0.5749504049157282,-0.20604187708355517,0.03118507476062689,0.5166950849108776,1.1305982870775662
