symbol,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-02,2026-01-05,2026-01-06
ADC,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
AHH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IWDP.L,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
PBR,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
RESI.L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
