symbol,2025-12-26
ARE&M,0.0
GLAXO,0.0
WHIRLPOOL,0.0
PCBL,0.0
CAMS,0.4214548621842601
BIRLANU,1.14116170261326
JINDALPOLY,1.3616557734204793
BAJFINANCE,1.6610169491525422
HDFCAMC,3.1634236600214876
JUBLFOOD,3.451380552220888
HDFCBANK,4.402108573013967
TATACHEM,5.502439024390253
GULFPETRO,6.050955414012756
PPL,6.652747072791287
CROMPTON,6.772207563764305
HGS,7.152954481198777
JINDALSAW,7.182451694646813
BASML,12.53561253561252
GREAVESCOT,14.345612458819984
BALKRISIND,14.499199430706284
WSTCSTPAPR,14.742657749345756
ASPINWALL,15.381936382632922
ABBOTINDIA,15.858208955223882
PNBGILTS,16.7156142927068
CASTROLIND,17.114837076874394
STOVEKRAFT,17.65557163531117
COSMOFIRST,17.9995881101119
ITC,19.354838709677345
AARTIIND,19.481940897482662
OFSS,19.80232534295734
TMPV,20.9239130434783
GNFC,20.965382740126774
NTPC,22.792792792792856
DMART,26.90216438067844
TTKPRESTIG,29.602470088768847
PETRONET,29.798422436459237
JPPOWER,30.14084507042253
ICIL,32.43350852046506
GENUSPOWER,32.52909452171445
EXIDEIND,34.07525172231051
MAITHANALL,34.973958333333336
DABUR,36.327739387956555
COCHINSHIP,36.9738242179187
PTC,36.995780590717324
GAIL,38.0434782608696
ONGC,38.955184301246334
RUBFILA,39.598278335724544
ZYDUSLIFE,39.623477297895896
BALMLAWRIE,40.722780279413485
CIPLA,43.49229114377914
IFCI,43.603936039360384
TCS,43.627450980392155
HITECHGEAR,46.964623671567914
RITES,48.92982931454891
ICICIBANK,51.42355008787353
GULFOILLUB,55.0847457627119
CHOLAHLDNG,55.189744336805326
MONTECARLO,55.869074492099315
NATCOPHARM,56.133056133056144
MOTILALOFS,56.63464282317132
METROPOLIS,57.465579467985584
AMBUJACEM,57.64781491002571
ABSLAMC,58.540169823644696
SMALLCAP,59.863281250000014
IPCALAB,62.88129364204336
IRFC,63.153526970954296
PGINVIT,65.30054644808747
DRREDDY,66.01164483260548
RVNL,66.08594657375144
SAIL,69.06959341481665
EIDPARRY,70.93275488069413
DATAPATTNS,71.95544695118487
MOIL,71.97298601061267
INDIANB,72.057535959975
TATASTEEL,72.29787967591795
CARTRADE,72.61496772136765
ASIANPAINT,73.45767575322813
KTKBANK,74.09931840311584
HEROMOTOCO,75.02974732274096
TMB,75.8220502901354
TECHM,76.15790063922844
CEATLTD,76.83657000052067
TITAGARH,77.13097713097713
GLENMARK,77.19862833025587
AUROPHARMA,78.09847198641768
HCLTECH,78.40349917987972
IOC,78.50075465369781
ITIETF,78.79781420765022
ICICIPRULI,78.8521739130435
EMBASSY,79.56392060063766
LGBBROSLTD,79.76190476190474
TEGA,79.95468638206533
SOUTHBANK,81.07810781078109
INFY,81.27546223754308
HDFCNIFIT,81.90045248868778
GESHIP,82.11312087281081
BAJAJ-AUTO,82.6491747778248
WIPRO,83.46313603322947
TMCV,83.9170506912442
IRBINVIT,84.35032304379038
CHOLAFIN,85.41127780651834
COALINDIA,87.53926701570671
PHARMABEES,89.70588235294115
ADANIPORTS,90.91004293643311
TATACONSUM,91.51915969655711
JSL,93.5554067626381
MIDCAPETF,93.78881987577638
TVSMOTOR,94.91274172899399
NIFTYETF,95.16609880749579
LT,95.66536627654963
MUTHOOTFIN,96.77068609329127
MARUTI,98.00865398036571
MANAPPURAM,98.9740959220313
IDFCFIRSTB,99.29143561306226
HINDALCO,100.0
GOLDIETF,100.0
GOLDBEES,100.0
HINDZINC,100.0
GOLDETF,100.0
MOGOLD,100.0
SETFGOLD,100.0
SGBN28VIII,100.0
VEDL,100.0
TITAN,100.0
HIL,
TATAMOTORS,
