symbol,2025-12-19
BIRLANU,0.0
JINDALPOLY,0.0
PCBL,0.0
CASTROLIND,0.25308446694083614
CAMS,0.6827568767385033
BAJFINANCE,1.754802259887005
HGS,2.233531241164823
ARE&M,2.324888226527556
WHIRLPOOL,2.8079371022089106
JINDALSAW,3.0646183085207293
HDFCBANK,3.7917321742347174
HDFCAMC,3.9095141458756117
TATACHEM,4.839024390243893
ABBOTINDIA,5.037313432835821
CROMPTON,5.67282321899735
JUBLFOOD,5.792316926770762
GREAVESCOT,5.882352941176463
GULFPETRO,6.305732484076445
PPL,6.407107180872843
PNBGILTS,8.321096426823278
IRFC,8.769017980636242
ASPINWALL,9.284375344580454
WSTCSTPAPR,9.53765629543474
TMPV,12.567934782608692
BASML,12.718707940780627
RVNL,12.814556716995709
ITC,12.903225806451601
AARTIIND,14.666180226194836
NTPC,15.225225225225206
PETRONET,16.038562664329593
GNFC,18.50972947318462
COSMOFIRST,20.532710921946858
STOVEKRAFT,21.47250361794502
OFSS,21.709352636003867
MAITHANALL,23.37239583333334
TTKPRESTIG,24.430721729062128
RITES,25.35898130587918
IFCI,26.691266912669125
BALKRISIND,27.308308130225946
PTC,27.590780965014115
COCHINSHIP,28.223440887641882
BALMLAWRIE,29.13058538275025
DMART,29.154242817553587
MOIL,31.5002411963338
EXIDEIND,32.061473237943815
GENUSPOWER,33.46579619642349
JPPOWER,34.57746478873241
ONGC,34.6062052505966
RUBFILA,35.25824964131992
GAIL,35.35805626598465
HITECHGEAR,35.638375309360896
GLAXO,36.131934032983516
ICIL,36.534480012740886
TITAGARH,38.06306306306307
TCS,38.736344847948025
DABUR,42.00394866732476
ZYDUSLIFE,43.18936877076414
CIPLA,47.47221226245964
AMBUJACEM,48.007712082262216
CHOLAHLDNG,52.37492083597212
ICICIBANK,52.72407732864674
COALINDIA,52.879581151832454
METROPOLIS,53.0945060820746
SMALLCAP,53.3203125
SAIL,53.35978180014877
ABSLAMC,55.3559764859569
MOTILALOFS,56.09245695805194
IPCALAB,57.36861447997058
MONTECARLO,58.80361173814899
NATCOPHARM,58.991683991684006
EIDPARRY,59.04555314533623
WIPRO,59.82230997038496
PGINVIT,61.79417122040072
GULFOILLUB,62.564480471628606
DATAPATTNS,65.05654372904472
INFY,65.22442377678934
DRREDDY,69.25036390101891
KTKBANK,70.5550146056475
TATASTEEL,71.5566281675573
CARTRADE,72.09957227491299
CHOLAFIN,72.50387997930675
INDIANB,72.79549718574108
HCLTECH,73.34609075997814
GLENMARK,75.24663677130046
TECHM,76.2027587753729
ITIETF,76.26418988648086
HDFCNIFIT,76.93121693121694
EMBASSY,77.88748328705132
TMB,78.80077369439074
ICICIPRULI,79.16521739130432
BAJAJ-AUTO,79.71034936756477
ASIANPAINT,79.84218077474894
HEROMOTOCO,80.06929376356128
CEATLTD,80.6841255792159
GESHIP,81.02210737869655
TEGA,81.79108037204865
IOC,82.35787355358039
IRBINVIT,85.49892318736538
AUROPHARMA,86.12054329371814
LGBBROSLTD,86.65966386554622
PHARMABEES,91.76470588235291
SGBN28VIII,92.28669942246358
ADANIPORTS,92.85789087862607
MIDCAPETF,92.96066252587993
SOUTHBANK,94.1694169416942
NIFTYETF,94.25042589437822
TATACONSUM,94.74810348181288
MUTHOOTFIN,95.91171034032836
MANAPPURAM,96.49817295980507
SETFGOLD,96.73011224987799
HINDALCO,96.87865131029878
JSL,96.9534650150653
GOLDBEES,97.16436637390211
GOLDETF,97.19305763874009
GOLDIETF,97.34922178988326
MARUTI,97.91997688863209
LT,98.18908635553628
HINDZINC,98.33903273082561
TVSMOTOR,99.67478549681707
TITAN,99.68292554034772
IDFCFIRSTB,100.0
MOGOLD,100.0
VEDL,100.0
HIL,
TATAMOTORS,
