symbol,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22
API,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
APLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BNPQY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LGEN.L,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
