symbol,2026-01-05
TATACHEM,0.0
JUBLFOOD,0.0
JINDALPOLY,0.0
ITC,0.0
CAMS,0.5686445199517004
BAJFINANCE,1.42090395480226
GULFPETRO,2.2292993630573332
HDFCBANK,3.0518819938962363
PPL,3.508556456235168
HDFCAMC,3.566312522382714
WHIRLPOOL,4.823064487156441
ABBOTINDIA,6.529850746268656
GLAXO,6.654343807763401
HGS,6.672321176137978
BASML,7.227891156462565
PCBL,8.400000000000016
CROMPTON,9.322779243623565
JINDALSAW,12.385175799809938
WSTCSTPAPR,12.736260540854921
CASTROLIND,14.204365707054714
OFSS,15.701191379416422
ARE&M,15.912596401028292
AARTIIND,16.78219627873039
DMART,17.002841407373648
COSMOFIRST,20.354225303768793
PNBGILTS,20.362212432696996
STOVEKRAFT,22.05137481910277
ASPINWALL,23.478161183079234
GNFC,24.42710872744999
BIRLANU,28.049754650233925
GREAVESCOT,28.976824846287247
GENUSPOWER,29.54868010218564
TTKPRESTIG,30.37437282902357
BALKRISIND,33.26810176125245
JPPOWER,33.66197183098591
COCHINSHIP,35.092572887848476
EXIDEIND,36.354001059883416
RUBFILA,36.944045911047326
GAIL,39.8442714126808
MONTECARLO,40.79329248629474
TMPV,40.96467391304351
MAITHANALL,41.45833333333333
PETRONET,41.630148992112176
RITES,41.64183148198322
BALMLAWRIE,41.669553169379995
TCS,42.59439786833039
IFCI,42.65067650676506
ICIL,43.62159579550887
ZYDUSLIFE,44.230343300110775
RVNL,45.218737901664724
IRFC,46.44536652835405
PTC,47.32489451476797
ONGC,48.39565102094934
CIPLA,48.44030118321978
IPCALAB,53.03197353914002
MOTILALOFS,55.20783791496244
NATCOPHARM,55.30145530145533
GULFOILLUB,56.4480471628593
ICICIBANK,57.22374429223748
CHOLAHLDNG,58.939306596392996
DRREDDY,58.988355167394445
SMALLCAP,59.082031250000036
EIDPARRY,60.3470715835141
HCLTECH,63.83269546200106
AMBUJACEM,66.12847818619034
NTPC,66.25386996904031
HITECHGEAR,67.81190857475615
DABUR,68.90424481737416
PGINVIT,70.17304189435337
INFY,71.58955096465773
KTKBANK,72.07400194741966
TITAGARH,72.14137214137214
TECHM,72.70382415610635
CEATLTD,74.15525589628783
MOIL,74.52966714905935
DATAPATTNS,74.99573790987101
METROPOLIS,75.11027937441521
WIPRO,75.67497403946003
TEGA,75.8526114953494
ITIETF,77.38386308068458
HDFCNIFIT,78.58910891089113
AUROPHARMA,78.6078098471987
GLENMARK,79.4745484400657
ASIANPAINT,80.07817589576545
CARTRADE,80.32464599771525
LGBBROSLTD,80.67226890756304
EMBASSY,82.94117647058825
ABSLAMC,85.71195297191377
IOC,86.15095628415298
HEROMOTOCO,87.22614964653181
TMCV,87.3245086241476
PHARMABEES,89.70588235294115
GESHIP,90.49669824863625
MOGOLD,91.183879093199
IRBINVIT,91.2419239052405
INDIANB,92.00750469043155
ADANIPORTS,92.06433181673897
SOUTHBANK,92.46424642464248
MANAPPURAM,93.41465570582517
TATACONSUM,94.00894767554946
GOLDETF,95.87912087912089
HINDZINC,96.69206094627106
GOLDBEES,96.783152048137
GOLDIETF,96.91689008042897
IDFCFIRSTB,97.00272479564033
SETFGOLD,97.12734675412801
BAJAJ-AUTO,97.31254442075338
CHOLAFIN,97.79746835443042
NIFTYETF,98.15160955347874
MIDCAPETF,98.79032258064518
LT,98.82803696191121
TMB,99.18762088974859
COALINDIA,99.24559932942164
VEDL,99.47240259740256
HINDALCO,100.0
ICICIPRULI,100.0
MUTHOOTFIN,100.0
MARUTI,100.0
JSL,100.0
SAIL,100.0
TATASTEEL,100.0
SGBN28VIII,100.0
TVSMOTOR,100.0
TITAN,100.0
HIL,
TATAMOTORS,
